Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
1,1,1,1.509209309,1,0,0.49782998,A20,0
1,2,0,-0.412036774,2,1,-0.1047851,,0
0,3,1,-0.104637401,0,0,-0.48944219,,0
0,1,1,-0.104637401,0,0,0.205289083,,0
0,3,1,1.124960092,0,0,-0.486337422,,0
1,1,1,0.433311502,0,0,-0.113845709,,0
0,3,1,0.510161345,1,0,-0.335327268,,0
0,3,1,0.049062285,0,0,-0.48944219,,0
1,1,1,-0.181487244,0,0,-0.034313694,,0
1,2,0,-0.565736461,1,2,0.188762532,,0
0,3,0,0.740710875,1,5,-0.018709312,,0
0,3,1,-0.104637401,0,0,-0.506472109,,0
1,3,0,-0.104637401,1,0,-0.336334002,,0
0,3,1,-0.104637401,0,0,-0.492377828,,0
0,3,1,0.433311502,0,0,-0.486337422,,0
1,2,0,-0.412036774,1,2,0.660333014,,0
0,3,1,0.356461659,1,1,-0.358482158,,0
0,3,0,-0.258337088,1,0,-0.32425319,,0
1,2,0,-1.949033641,2,1,0.136831147,F4,0
0,2,1,-0.258337088,0,0,-0.437007438,,0
0,3,1,-0.181487244,1,0,-0.357390858,,0
1,1,1,0.971260405,1,0,0.409740724,D19,0
1,3,1,-0.719436148,1,1,-0.331467448,,0
0,3,1,-0.642586304,0,0,-0.490279793,,0
0,3,1,-0.642586304,0,0,-0.32425319,,0
0,1,1,2.431407428,0,0,0.002347544,D50,0
0,2,1,2.124008055,0,0,-0.399758267,,0
0,3,1,-0.258337088,0,0,-0.48944219,,0
0,3,1,-0.104637401,0,0,-0.492714077,,0
1,1,1,3.891554452,0,0,-0.044381038,A23,0
0,3,1,1.662908995,0,0,-0.506387543,,0
1,1,1,0.202761972,0,0,-0.034313694,B50,0
0,1,1,-0.104637401,0,0,-0.648421654,,0
0,3,0,-1.564784424,3,2,-0.086663881,,0
1,2,0,-0.104637401,0,0,-0.38667072,,0
0,3,1,0.202761972,0,0,-0.488854258,,0
0,2,1,0.125912129,1,1,-0.119886115,,0
0,3,0,0.894410562,0,5,0.150673744,,0
0,3,1,-0.104637401,1,0,-0.32425319,,0
0,3,1,-0.719436148,0,0,-0.490279793,,0
0,3,0,-2.102733328,3,2,-0.086663881,,0
1,3,1,-0.104637401,0,0,0.489103607,,0
1,3,0,-2.198795632,2,1,-0.260661807,,0
0,3,1,-0.796285991,0,0,-0.48944219,,0
1,1,1,2.047158212,0,0,0.066359742,A26,0
0,3,1,-0.104637401,0,0,-0.496404765,,0
1,3,0,-0.488886618,0,0,-0.496404765,,0
0,3,1,-0.104637401,0,0,-0.48944219,,0
1,2,0,-0.873135834,0,1,-0.185323848,,0
0,3,1,-0.642586304,0,0,-0.478619796,,0
1,3,0,-0.104637401,0,0,-0.490783161,,0
0,3,0,-0.873135834,0,0,-0.512512515,,0
0,3,1,-0.104637401,0,0,-0.48944219,,0
0,3,0,0.202761972,1,1,-0.336334002,,0
0,2,1,-0.488886618,0,0,-0.38667072,,0
0,3,1,0.817560719,0,0,-0.502948539,,0
0,1,1,1.355509622,0,0,-0.133225345,E58,0
0,3,1,0.510161345,0,0,-0.497496065,,0
1,3,1,-0.719436148,1,0,-0.488854258,,0
0,2,1,-0.335186931,0,0,-0.38667072,,0
0,3,1,-0.104637401,0,0,-0.491874461,,0
0,3,1,1.048110249,0,0,-0.486337422,,0
1,1,0,-0.104637401,1,0,0.39858208,C126,0
1,2,0,0.817560719,1,1,0.136831147,,0
0,1,1,0.125912129,1,0,0.39858208,B71,0
0,2,1,3.123056018,0,0,-0.437007438,,0
1,2,1,0.125912129,0,0,-0.38667072,,0
0,2,1,-0.104637401,0,0,-0.648421654,,0
0,3,1,-0.873135834,0,0,-0.491874461,,0
0,3,1,-0.373611853,0,0,-0.486337422,,0
1,3,0,-0.873135834,0,0,-0.450262103,,0
0,3,0,1.048110249,1,6,0.295895176,,0
0,3,0,-0.104637401,0,0,-0.484575637,,0
0,3,1,-0.719436148,0,0,-0.462679164,,0
0,3,1,-1.180535208,5,2,0.295895176,,0
0,2,1,2.354557585,1,1,0.136831147,,0
0,2,1,-0.335186931,1,2,0.188762532,,0
0,3,1,-1.180535208,4,1,0.150673744,,0
0,3,1,-0.796285991,0,0,-0.443635777,,0
0,3,1,-0.873135834,0,0,-0.491455659,,0
1,1,1,0.125912129,1,0,0.499255516,B20,0
1,3,0,-1.949033641,0,1,-0.378280596,,0
1,3,1,-0.104637401,0,0,0.489103607,,0
0,3,1,-0.335186931,0,0,-0.502948539,,0
0,1,1,2.354557585,0,0,-0.113845709,,0
0,2,1,1.739758839,0,0,-0.376603377,,0
0,3,1,1.124960092,0,0,-0.486337422,,0
1,3,0,-0.104637401,0,0,-0.492714077,,0
0,3,1,0.971260405,0,0,-0.494391297,F G63,0
1,1,1,0.433311502,0,0,-0.119131064,E24,0
0,3,0,-0.873135834,0,1,-0.357390858,,0
0,3,1,-0.335186931,0,0,-0.492544946,,0
0,3,1,-0.258337088,1,0,-0.490279793,,0
0,2,1,0.740710875,0,0,-0.124919787,,0
1,2,0,1.201809935,0,0,-0.376603377,,0
1,1,1,0.971260405,0,0,-0.119131064,E24,0
1,3,1,-0.104637401,1,1,-0.34145224,,0
1,1,0,-0.412036774,0,0,0.348329928,C90,0
0,1,1,-0.104637401,0,0,-0.113845709,C124,0
1,1,1,1.432359465,1,0,0.39858208,C126,0
0,3,1,-0.027787558,0,0,-0.457478375,,0
0,2,1,1.739758839,0,0,-0.38667072,,0
0,3,1,-0.796285991,0,0,-0.494391297,F G73,0
1,2,0,-0.181487244,0,0,-0.437007438,E101,0
0,3,1,-0.104637401,0,0,-0.336334002,,0
0,3,1,0.279611815,0,0,-0.491874461,,0
1,2,0,-1.795333954,0,1,0.016023024,,0
0,3,1,-0.949985678,1,0,-0.506387543,,0
0,2,1,0.356461659,0,0,-0.38667072,,0
0,2,1,1.586059152,0,0,-0.38667072,,0
1,1,1,-0.181487244,1,0,0.420730236,E8,0
0,3,1,-0.719436148,0,0,-0.474004926,,0
1,2,0,0.049062285,3,0,-0.225593223,,0
1,3,0,-0.104637401,0,0,-0.492629511,,0
0,2,1,-0.335186931,1,0,-0.124919787,,0
0,3,0,-0.335186931,1,0,-0.488854258,,0
0,3,1,-1.411084738,0,0,-0.270141218,,0
0,2,1,-0.104637401,0,0,-0.648421654,,0
0,2,1,-0.488886618,0,0,-0.38667072,,0
0,2,1,-0.488886618,0,0,-0.38667072,,0
0,3,1,-0.066212479,0,0,-0.32425319,,0
0,3,0,1.432359465,1,3,0.043708218,,0
0,3,1,-0.104637401,0,0,-0.48944219,,0
0,3,1,-0.104637401,0,0,-0.48944219,,0
1,1,1,-0.104637401,0,0,-0.044381038,D45,0
0,3,1,-0.412036774,1,0,-0.32425319,,0
1,3,1,0.125912129,0,0,-0.488854258,,0
0,3,1,-1.026835521,1,1,-0.240694238,,0
1,2,0,0.049062285,0,0,-0.38667072,,0
0,1,1,-0.796285991,1,0,0.420730236,D30,0
0,3,1,0.125912129,0,0,-0.492377828,,0
1,2,0,-1.949033641,1,1,-0.185323848,,0
1,3,1,-1.795333954,0,1,-0.397241431,E121,0
0,3,1,0.279611815,0,0,-0.457142125,,0
0,3,1,-0.488886618,0,0,-0.48944219,,0
1,2,0,1.432359465,1,2,0.660333014,,0
1,2,1,-2.204943619,1,1,-0.356468689,,0
0,3,1,-0.104637401,0,0,-0.491455659,,0
0,2,1,-0.873135834,0,0,-0.416872751,,0
0,3,1,0.356461659,0,0,-0.486337422,,0
0,3,1,-0.104637401,0,0,-0.356468689,,0
0,3,1,0.894410562,0,0,-0.504962007,,0
1,3,1,-0.719436148,0,0,-0.502863973,,0
0,3,1,-1.026835521,0,0,-0.491874461,,0
0,1,1,-0.104637401,0,0,0.148911959,,0
0,3,0,0.087487207,0,0,-0.492377828,,0
0,3,1,-0.104637401,1,0,-0.162168958,,0
0,3,1,0.202761972,0,0,-0.480045332,,0
0,3,1,-0.412036774,0,0,-0.457142125,,0
0,3,1,1.432359465,0,0,-0.490279793,,0
0,2,0,2.124008055,0,0,-0.437007438,E77,0
0,3,1,-0.104637401,0,0,-0.502948539,,0
1,2,0,1.893458525,1,3,-0.185323848,,0
0,3,1,-0.873135834,0,0,-0.492377828,,0
0,3,1,-0.104637401,0,0,-0.492377828,F38,0
1,3,0,-1.872183798,0,0,-0.397241431,,0
0,3,1,-0.104637401,0,0,-0.492629511,,0
1,3,0,-1.257385051,0,0,-0.502863973,,0
1,1,0,-0.949985678,1,0,0.499255516,B20,0
0,1,1,-0.027787558,0,0,-0.044381038,D6,0
0,3,1,-0.104637401,1,2,-0.176263239,,0
0,3,1,-0.335186931,0,0,-0.506472109,,0
0,3,1,-0.335186931,0,0,-0.502445171,,0
1,3,0,-0.873135834,0,0,-0.497496065,,0
0,3,1,-1.641634268,4,1,-0.061998889,,0
1,3,1,-2.179583171,1,2,-0.234150465,,0
0,3,1,-0.104637401,0,0,-0.492377828,,0
0,2,1,-1.026835521,0,0,-0.124919787,,0
0,1,1,-0.104637401,0,0,-0.030371323,,0
0,3,1,-0.335186931,0,0,-0.48944219,,0
0,2,1,0.740710875,0,0,-0.38667072,,0
1,1,0,1.509209309,0,0,-0.126345323,D17,0
1,3,0,0.125912129,0,0,-0.473586124,,0
0,3,1,0.049062285,0,0,-0.502863973,,0
0,3,0,0.049062285,1,1,-0.162168958,,0
0,2,1,0.356461659,0,0,-0.38667072,,0
1,2,0,0.125912129,1,1,-0.119886115,,0
1,3,1,-2.22415608,0,1,-0.476940563,,0
1,3,1,-0.181487244,0,0,-0.50798221,,0
0,3,1,0.125912129,0,0,-0.491874461,,0
0,1,1,0.740710875,0,0,-0.648421654,A36,0
0,3,0,-0.873135834,0,0,-0.491874461,,0
0,2,1,0.740710875,0,0,-0.38667072,,0
1,1,0,0.279611815,1,0,0.420730236,E8,0
0,3,1,-0.258337088,0,0,-0.489609308,,0
0,3,1,0.740710875,0,0,-0.162168958,,0
0,2,1,0.433311502,0,0,-0.437007438,,0
0,3,0,-1.795333954,4,2,-0.018709312,,0
0,3,1,0.087487207,0,0,-0.486337422,,0
0,1,1,-0.104637401,0,0,-0.648421654,B102,0
0,3,0,-0.488886618,0,0,-0.488854258,,0
0,2,1,0.125912129,1,1,0.096646338,,0
0,3,1,1.048110249,0,0,-0.518552921,,0
0,3,1,-1.487934581,3,2,-0.086663881,,0
1,3,1,-0.181487244,0,0,-0.474004926,,0
0,1,1,0.663861032,0,0,-0.648421654,,0
1,3,0,-0.181487244,0,1,-0.397241431,E121,0
0,3,1,-2.102733328,4,1,0.150673744,,0
0,3,1,-0.104637401,0,0,-0.508485578,,0
0,3,1,-0.104637401,0,0,0.489103607,,0
1,2,1,-2.179583171,0,2,0.096646338,,0
1,3,1,-0.104637401,0,0,-0.492377828,,0
1,3,0,-1.103685364,1,0,-0.357390858,,0
1,2,1,-2.192647644,1,1,-0.270896269,,0
0,3,1,-0.104637401,0,0,-0.502863973,,0
0,3,1,-0.488886618,0,0,-0.490279793,,0
0,3,1,-0.873135834,0,0,-0.48130375,,0
0,3,1,-0.642586304,0,0,-0.474004926,,0
0,3,1,-0.104637401,0,0,-0.486337422,,0
1,3,1,0.202761972,0,0,0.489103607,,0
1,1,1,-0.104637401,0,0,-0.050421444,C47,0
0,3,1,-0.719436148,0,0,-0.488854258,,0
0,2,1,-1.026835521,0,0,-0.437007438,,0
1,1,0,0.049062285,0,0,-0.024246351,,0
0,3,1,0.39488658,0,0,-0.518804605,,0
0,3,1,-0.949985678,0,0,-0.474004926,,0
0,3,1,0.971260405,0,0,-0.496404765,,0
0,3,1,0.433311502,0,0,-0.48944219,,0
0,2,1,-0.104637401,0,1,0.016023024,,0
0,3,1,-1.949033641,4,2,-0.018709312,,0
0,3,1,3.430455392,0,0,-0.491874461,,0
0,3,0,-1.564784424,1,1,-0.34145224,,0
1,1,0,-1.026835521,0,1,0.144885022,D28,0
0,2,0,1.124960092,1,0,-0.124919787,,0
1,3,0,-0.873135834,0,1,-0.460162328,,0
1,1,1,1.662908995,0,0,-0.113845709,E17,0
1,3,0,-0.412036774,0,3,-0.260661807,,0
0,3,1,-0.104637401,0,0,-0.502863973,,0
0,3,1,0.894410562,2,0,-0.364355446,,0
0,2,1,-0.642586304,1,0,-0.416872751,,0
1,1,0,1.432359465,0,0,-0.126345323,D17,0
0,2,1,-0.412036774,0,0,-0.38667072,,0
1,2,0,0.971260405,0,0,-0.38667072,,0
1,2,0,-0.181487244,1,0,-0.369389118,,0
0,1,1,0.125912129,0,0,0.368295484,A24,0
0,3,1,-0.104637401,0,0,-0.457142125,,0
1,3,1,-1.949033641,1,1,-0.424256141,,0
0,3,1,-0.258337088,0,0,-0.48944219,,0
1,1,0,1.355509622,1,1,0.409740724,D35,0
0,1,1,0.279611815,0,0,-0.547748218,B51 B53 B55,0
0,3,1,1.355509622,0,0,-0.467209469,,0
1,2,0,-0.104637401,1,0,-0.165189161,,0
1,3,0,-1.103685364,0,0,-0.502948539,,0
0,3,1,-0.719436148,0,0,-0.45017955,,0
0,3,1,-0.796285991,0,0,-0.48944219,,0
0,3,1,-0.104637401,0,0,-0.48944219,,0
1,2,0,-0.335186931,0,1,-0.124919787,,0
0,3,1,0.279611815,0,0,-0.48944219,,0
0,3,0,-0.565736461,0,0,-0.436671189,,0
0,2,1,-0.104637401,0,0,-0.437007438,,0
0,3,1,-0.335186931,0,0,-0.506472109,,0
0,3,0,0.740710875,0,5,-0.061998889,,0
0,2,1,-0.181487244,0,0,-0.38667072,,0
1,1,0,-0.796285991,0,0,-0.044381038,B42,0
0,3,0,-0.104637401,1,2,-0.176263239,,0
1,1,1,-0.258337088,0,0,-0.044381038,C148,0
0,3,1,0.202761972,0,0,-0.492377828,,0
